Vsw,Va,Sp,Tratio,sigma_Tp,f107,R,class
-0.920397453686814,-0.217858345043694,-0.553609069497182,0.046766689458393,-0.843564705021855,-1.00845624187142,-0.929981048575708,ejecta
-1.05032493156003,-0.218350201690889,-0.547256363318204,-0.133152564722988,-0.838772710512765,-1.00845624187142,-0.929981048575708,ejecta
-0.220232711814507,1.10789939297763,-0.483474652467142,0.393839026023269,-0.813577687836109,-0.958347469579039,-0.878821364764698,ejecta
-0.314069223611827,1.39471118530304,-0.490980761848098,0.523032798221771,-0.830720183657285,-0.958347469579039,-0.878821364764698,ejecta
-0.545051406497536,0.413384705715692,-0.555130479560006,0.259461056609921,-0.829880349568063,-0.958347469579039,-0.878821364764698,ejecta
-0.494524053991287,0.214744849010278,-0.550591631808278,0.121733484448301,-0.675103867124995,-0.942523646749865,-0.981140732386718,ejecta
-0.862651907965387,-0.118729527125817,-0.438679054490424,-0.543846483682544,0.0653827895424626,-0.570663810264269,-0.554810033961636,ejecta
-1.21634337550913,0.147877177637413,-0.430311032948344,-0.610959108796283,-0.504568145007705,-0.568026506459407,-0.878821364764698,ejecta
-1.24521614836984,0.0635480323828634,-0.398367777612426,-0.649890087963952,-0.326177504055928,-0.568026506459407,-0.878821364764698,ejecta
-1.37514362624305,0.0005937086972792,-0.288062028635163,-0.709277070225734,0.0491789318210051,-0.568026506459407,-0.878821364764698,ejecta
-1.4256709787493,0.0744304498220658,-0.393706603195537,-0.67372404623056,-0.674017023009532,-0.568026506459407,-0.878821364764698,ejecta
-1.15137963657252,0.210236054266667,-0.463479533202074,-0.482868426007813,-0.771042561317283,-0.586487633093444,-0.929981048575708,ejecta
-1.20190698907877,0.333665318308836,-0.446436199961328,-0.505120400694038,-0.752220397317663,-0.586487633093444,-0.929981048575708,ejecta
-0.184141745738615,1.9721290556194,-0.429846775707423,0.203349273839256,-0.779045686167515,-0.554839987435095,-0.31606484284359,ejecta
-0.155268972877902,-0.240466279246788,-0.511509929901796,0.205118332139277,-0.71857763174354,-0.61549797494693,-0.588916489835642,ejecta
-0.386251155763611,0.574014670785985,-0.480578439775124,0.303121752148344,-0.826471611205927,-0.649782924410141,-0.691235857457662,ejecta
-0.480087667560931,0.80645351802023,-0.454518054618872,0.186594432389106,-0.78966711729591,-0.649782924410141,-0.691235857457662,ejecta
-0.660542497940391,0.461196537353939,-0.510440724491184,-0.0082829372960002,-0.746193352677365,-0.655057532019866,-0.605969717772646,ejecta
-0.624451531864499,0.956274416328324,-0.305614831528171,-0.475104672493474,-0.400873335991427,-0.599674152117755,-0.384277754591603,ejecta
-0.732724430092175,1.78142919042198,-0.41927075230441,-0.135906596923266,-0.643140769729315,-0.599674152117755,-0.384277754591603,ejecta
0.241731653956912,0.905078925974059,-0.559727566780548,1.91508238586783,-0.814318717914834,-0.341218379241242,-0.16258579141056,ejecta
0.241731653956912,0.528391475824848,-0.536572940032239,1.31208576888035,-0.81624539611952,-0.351767594460692,0.0079464879594728,ejecta
-0.595578759003785,0.981519538905531,-0.577620902516476,1.37679128639525,-0.821679616696838,-0.752637772799774,-1.20283269556776,ejecta
-0.660542497940391,0.965949234795984,-0.464685819935226,-0.269821861436915,-0.495972196094493,-0.752637772799774,-1.20283269556776,ejecta
-0.905961067256458,0.68788261576001,-0.482679554931749,-0.295100212653772,-0.550215597857177,-0.821207671726195,-1.20283269556776,ejecta
-1.07919770442074,0.864773071980671,-0.57752970956866,0.758194640497004,-0.836105002229355,-0.633959101580967,-0.605969717772646,ejecta
-1.08641589763592,0.520016771555711,-0.587346816627434,0.810682080980419,-0.848455503541441,-0.633959101580967,-0.605969717772646,ejecta
-1.1585978297877,0.249644786092266,-0.585167914017612,0.373507236432296,-0.823952108938262,-0.72626473475115,-0.742395541268672,ejecta
-1.12250686371181,-0.566611335424665,-0.571036398162063,-0.13726833990377,-0.683255197990972,-0.536378860801059,-0.469543894276619,ejecta
0.819187111171185,0.693304899182936,-0.545133334845154,3.92749257043834,-0.709784074809334,0.21525272358472,0.434277186384555,ejecta
0.212858881096198,-0.550236082533026,-0.599083553723223,4.31411358129396,-0.805327552959635,0.228439242609032,0.451330414321558,ejecta
-0.213014518599329,0.0865651920614132,-0.576690169818059,1.44543104736457,-0.781021766377449,-0.0247419226577568,0.434277186384555,ejecta
-0.39346934897879,-0.171201637809844,-0.588257896621329,1.54022744082715,-0.806216789054105,-0.0247419226577568,0.434277186384555,ejecta
1.46882450053724,2.23019597738297,-0.542691982777862,9.65378742990023,-0.763088838472299,0.753262699776645,1.33809826704573,ejecta
-0.595578759003785,1.95459356892553,-0.591184781089353,3.49721650259332,-0.889607373913313,0.162506647487472,1.11640630386469,ejecta
-0.205796325384151,0.419063987557183,-0.536036688191511,0.257640873834681,-0.758099235942216,1.28336076455398,0.383117502573545,ejecta
1.28836967015778,1.64883480455433,-0.448827490718932,4.03048380600356,-0.440543146205849,1.41258865099224,1.44041763466775,ejecta
1.20896954479082,1.39578209097517,-0.492714838361557,4.98673566252704,-0.788481469169949,1.41258865099224,1.44041763466775,ejecta
0.739786985804223,1.19596824955567,-0.284929143241222,1.29589472554001,-0.619576013225854,1.31500841021233,0.945874024494654,ejecta
0.508804802918513,1.10247615512584,0.0174781697352295,0.307622257991946,-0.555056994371514,1.31500841021233,0.945874024494654,ejecta
-0.465651281130574,0.991665571193071,-0.542414357731322,0.0564406381217856,-0.698915633654698,0.157232039877747,0.673022377502601,ejecta
-0.624451531864499,0.682679122154467,-0.572084866370728,0.394795710051794,-0.828842907457848,0.157232039877747,0.673022377502601,ejecta
-0.869870101180565,0.0936475855736203,-0.54479320043269,0.183672772641588,-0.697532377507744,0.82446990250793,0.758288517187618,ejecta
-1.16581602300288,-0.220741181720824,-0.562748612044763,-0.301698718585416,-0.831807027772749,0.531729180168205,0.195531995266509,ejecta
-0.913179260471636,0.17241650136076,-0.52041969448644,-0.308829079970049,-0.608411160039728,0.81392068728848,0.314904590825532,ejecta
0.429404677551551,0.438102415649753,-0.326322611654149,0.0612513802921287,-0.250394828004965,1.27808615694426,1.62800314197479,ejecta
0.400531904690837,1.01883667311925,-0.344889835003917,0.369685526746275,-0.387534794574373,1.27808615694426,1.62800314197479,ejecta
-0.516178633636823,0.0693203393442213,-0.488780385646895,-0.36465296939016,-0.560145400912094,1.00380656123857,1.09935307592768,ejecta
-0.610015145434142,0.40544152118363,-0.455438465364147,-0.437504864136594,1.06014156722316,1.00380656123857,1.09935307592768,ejecta
0.465495643627443,0.131005105930815,-0.565831247415468,6.80116506536393,-0.839414936580994,1.66840712006389,1.84969510515583,ejecta
0.321131779323874,0.244429525348246,-0.538929891751123,4.83918606208991,-0.831955233788494,1.66840712006389,1.84969510515583,ejecta
-0.29963283718147,0.208555386214289,-0.554456360440684,2.29295528143064,-0.819999948518394,1.85301838640426,1.64505636991179,ejecta
-0.653324304725213,-0.536261193891461,-0.550149843813459,-0.0425030398061459,-0.743920860435941,1.54445384123536,2.34423871532892,ejecta
-0.653324304725213,-0.301985819132778,-0.554777055248041,0.224232025001223,-0.802264628634238,1.54445384123536,2.34423871532892,ejecta
-0.465651281130574,-0.0086988121355638,-0.586132644772595,3.3733301625893,-0.846479423331507,1.51016889177215,2.2419193477069,ejecta
1.25949689729707,0.192606812468839,-0.351863375153912,1.67066462185947,-0.897857508789787,2.88684147791031,2.42950485501394,ejecta
1.42551534124617,-0.0071414945794867,0.533565456580116,-0.434887872926083,-0.897857508789787,2.88684147791031,2.42950485501394,ejecta
-0.2563236778904,0.235917279996199,-0.340710862049003,-0.459216462191502,-0.240959045002531,1.3730290939193,1.73032250959681,ejecta
-0.0830870407261174,0.175621839775368,-0.532082472920679,0.430784257094147,-0.781762796456174,1.24643851128591,1.55979023022677,ejecta
-0.198578132168972,0.463841156902793,-0.48345504949054,0.174734168511821,-0.736214147617199,1.24643851128591,1.55979023022677,ejecta
-0.111959813586831,1.36985806871306,-0.223933146576628,-0.150627008980515,-0.526947253385206,1.14094635909142,1.30399181117172,ejecta
0.804750724740829,2.98276455071507,-0.557450575942579,4.55724888411015,-0.775735751815876,2.20641709625582,2.80467586962801,ejecta
0.876932656892613,1.50176805987698,-0.520862608620235,1.308530799449,-0.130940779314464,2.20641709625582,2.80467586962801,ejecta
0.52324118934887,2.25318464649489,-0.437457870207609,0.614929497946304,-0.170116569476403,2.20641709625582,2.80467586962801,ejecta
-0.739942623307354,0.638071523410217,-0.5889718475387,1.2725964732056,-0.863671321157932,2.14839641254884,2.66825004613199,ejecta
-0.674978884370748,0.771532696830022,-0.584631689627468,1.21801996374176,-0.848208493515199,2.14839641254884,2.66825004613199,ejecta
-0.508960440421644,0.767544747107548,-0.582594932468842,1.78301326970128,-0.862584477042468,1.93741210815985,2.44655808295094,ejecta
-0.638887918294856,0.156645144885409,-0.558589738509915,0.417994723248663,-0.663939013938869,1.36247987869986,1.32104503910873,ejecta
-0.429560315054682,0.674395009628098,-0.541789868905148,0.72547072585409,-0.510595189648003,1.36247987869986,1.32104503910873,ejecta
-0.581142372573428,1.43574905891009,-0.542699978267381,0.583900531530519,-0.599074181047791,1.9479613233793,1.54273700228977,ejecta
-0.66776069115557,3.11785858388022,-0.546767188375821,2.05678710833395,-0.848653111562435,1.9479613233793,1.54273700228977,ejecta
-0.812124555459138,1.34387796416554,-0.47036090059091,0.0182122305570461,-0.768029038997134,1.9479613233793,1.54273700228977,ejecta
0.595423121500654,3.08017883730325,-0.520491562646657,5.3664351826398,-0.724505872373341,1.73961432279517,1.88380156102983,ejecta
0.61707770114619,3.70963365487838,-0.488790496970722,4.03958783988253,-0.807995261243046,1.73961432279517,1.88380156102983,ejecta
0.183986108235484,2.42386781880055,-0.50092572287945,1.13791374194494,-0.645759076007478,1.73961432279517,1.88380156102983,ejecta
-0.472869474345752,1.30821292567203,-0.553893983274243,1.15096450425351,-0.860954210869273,1.09347489060389,0.792394973061624,ejecta
-0.653324304725213,1.89542084374455,-0.581816976230448,2.2224854477694,-0.84193443884866,1.09347489060389,0.792394973061624,ejecta
-0.833779135104673,2.01828743382771,-0.584333178648314,2.87754842318414,-0.816739416172003,1.09347489060389,0.792394973061624,ejecta
-1.02145215869931,1.56396173194079,-0.547722540723182,0.639772775166108,-0.80636499506985,1.2543504227005,0.997033708305664,ejecta
1.73589764949884,2.19090476910379,4.23079581340266,-0.546263251901028,0.867325540738863,2.48860860337609,2.2248661197699,ejecta
1.15844219228457,0.633724574099354,1.32858987196604,-0.379307335867171,2.2012784864547,2.56245310991224,2.2078128918329,ejecta
1.15122399906939,4.73832998269799,-0.445715579458151,5.39570819394651,-0.369354856642982,1.03281690309206,1.44041763466775,ejecta
1.13678761263904,2.21002182723531,-0.523530565512551,5.82562116189528,-0.718972847785526,1.03281690309206,1.44041763466775,ejecta
-0.884306487610922,0.455238642090068,-0.57171815534911,0.40961778802278,-0.858385306596359,2.2143290076704,1.59389668610078,ejecta
1.04295110084172,0.720760877485984,-0.528444181111135,4.78267504128296,-0.795200141883724,2.21169170386554,1.6962160537228,ejecta
-0.0181233017895116,0.310834234881158,-0.51141356375541,1.24708208474417,-0.602927537457162,0.956335092751048,1.37220472291974,ejecta
-0.0542142678654037,1.04268669183893,-0.500879369236506,1.69029613346874,-0.79949811634033,0.956335092751048,1.37220472291974,ejecta
-0.350160189687719,0.737308866455785,-0.555271638988052,2.30857282319431,-0.842181448874901,0.835019117727379,0.928820796557651,ejecta
-0.494524053991287,0.169923745209161,-0.549959745771955,1.22842042785779,-0.775735751815876,0.835019117727379,0.928820796557651,ejecta
-0.898742874041279,0.0774766686438434,-0.503340210449079,-0.0049514664507704,-0.795002533862731,0.676780889435636,0.570703009880582,ejecta
-1.12250686371181,-0.0354377342779825,-0.531127183248024,-0.0420111469419291,-0.689035232605029,0.676780889435636,0.570703009880582,ejecta
-1.04310673834485,-0.0170197016648434,-0.492831795095194,-0.260679645988166,-0.457389229995534,0.676780889435636,0.570703009880582,ejecta
-1.08641589763592,0.0726477624008607,-0.456138303260296,-0.462654700363558,-0.591416870234297,0.676780889435636,0.570703009880582,ejecta
-0.913179260471636,0.54653755308024,-0.401555374040168,-0.41204013706304,-0.467022621018962,3.20068063068893,1.50863054641576,ejecta
-1.03588854512967,0.671008607752778,-0.448893944237482,-0.389680508279549,-0.672386756836336,3.20068063068893,1.50863054641576,ejecta
-0.84821552153503,5.01422869776069,-0.268289787896159,-0.016688832036269,-0.640473061445905,1.99543279186683,0.962927252431657,ejecta
-0.913179260471636,4.81248719628405,-0.32612328300533,0.0686407144550981,-0.55757649663918,1.99543279186683,0.962927252431657,ejecta
-0.364596576118076,-0.297896971571977,-0.434051209900352,-0.410728219447175,0.0727436883244662,1.67895633528334,1.62800314197479,ejecta
-0.220232711814507,2.57267616272564,-0.218921659808422,-0.254081514144324,-0.104461304501351,1.5418165374305,1.57684345816378,ejecta
-0.364596576118076,0.903479609784896,-0.540386979170649,0.671449403207785,-0.749898503070991,1.5418165374305,1.57684345816378,ejecta
-0.306851030396649,1.48311133545819,-0.442326992635069,0.758220749222997,-0.698174603575973,2.08773842503701,1.59389668610078,ejecta
-0.277978257535935,2.37320249319676,-0.543203471893399,4.79279348326073,-0.710327496867066,1.86620490542857,1.54273700228977,ejecta
0.220077074311376,-0.284842502944893,-0.562744802550793,2.82382915701768,-0.807056623143327,1.80290961411187,1.49157731847876,ejecta
0.198422494665841,-0.005337224738238,-0.554051430630591,2.82312673784361,-0.805228748949139,1.80290961411187,1.49157731847876,ejecta
-0.184141745738615,0.13771991175512,-0.579658092845208,5.95002209497916,-0.872613084107882,1.70005476572224,1.30399181117172,ejecta
-0.285196450751113,1.02269409172769,0.227563944666547,-0.589613874054549,-0.600605643210489,1.69741746191738,1.25283212736071,ejecta
-0.523396826852001,0.528357749187366,0.293083125246051,-0.585710939886823,-0.288384970040943,1.69741746191738,1.25283212736071,ejecta
1.90191609344795,7.47547501577578,7.56747839148779,-0.0402204786156741,0.518053363633057,2.19586788103637,2.19075966389589,ejecta
1.43273353446135,6.99129541223183,13.0355356005924,-0.442189345769559,3.17627646203606,2.19586788103637,2.19075966389589,ejecta
0.119022369298878,0.557440779865437,-0.540807572000315,1.66450148161556,-0.797917252172383,1.97960896903765,2.19075966389589,ejecta
0.0684950167926295,1.12404655859225,-0.53775638042457,2.22461041886098,-0.442914442457769,1.97960896903765,2.19075966389589,ejecta
-0.140832586447545,0.727071772749748,-0.502425373394972,0.91385855378006,-0.822272440759818,1.97960896903765,2.19075966389589,ejecta
-0.949270226547528,-0.407056512231228,-0.56282711144495,-0.334225357735245,-0.682217755880757,1.6815936390882,3.09458074455707,ejecta
-0.949270226547528,-0.299571552016505,-0.558115022339691,-0.344784026241177,-0.715811119449632,1.6815936390882,3.09458074455707,ejecta
-0.869870101180565,1.41231467160157,-0.506464789709149,-0.289437885668032,-0.399984099896956,0.776998434020406,0.331957818762535,ejecta
-0.682197077585926,1.28161252956442,-0.525033201398234,-0.201276226474892,-0.769511099154584,0.776998434020406,0.331957818762535,ejecta
-0.638887918294856,1.19611735586401,-0.5238930413552,-0.207837063921908,-0.679895861634085,0.776998434020406,0.331957818762535,ejecta
1.40386076160064,1.50929276991467,0.342061192153911,0.263353199922854,0.556290515695277,-0.370228721094729,-0.384277754591603,ejecta
-0.0903052339412958,0.566722322590703,-0.374460808067345,-0.0062825125781267,0.14610566611826,0.399863989925086,0.263744907014522,ejecta
-0.0903052339412958,0.662061880436535,-0.459506561129469,0.45764454944094,-0.635977478968305,0.399863989925086,0.263744907014522,ejecta
0.227295267526555,1.35624899189031,-0.436151535527454,0.183714652222164,-0.0847499044072608,0.36030443285215,0.570703009880582,ejecta
-0.913179260471636,-0.310884239445645,-0.573177167112622,0.206735906867246,-0.764126280582515,0.428874331778573,0.741235289250614,ejecta
-0.234669098244864,3.44064498624285,-0.222836154011661,-0.0299850989097073,-0.516474028272556,0.212615419779857,0.604809465754588,ejecta
-0.321287416827005,2.20292933293153,-0.535214085345895,1.39754202146151,-0.783442464634618,0.212615419779857,0.604809465754588,ejecta
1.09347845334797,3.5239497079584,-0.134394050169992,-0.316462788767005,0.448396536232889,1.59192530972288,0.690075605439605,ejecta
0.169549721805127,1.2200794283758,-0.51276544777704,2.41180495551555,-0.820049350523642,-0.0432030492917935,0.212585223203512,ejecta
-0.29963283718147,0.927252804579666,-0.571022229923758,1.85219422582071,-0.818962506408179,-0.0432030492917935,0.212585223203512,ejecta
0.956332782259575,1.66436487257889,-0.0866715311737318,-0.0769004197179176,2.13275790517524,1.7870857912827,1.15051275973869,ejecta
0.674823246867617,1.90533975077603,-0.456774677759889,0.977301435665809,0.246984560835382,1.08556297918931,0.724182061313611,ejecta
-0.566705986143072,0.0338203359292088,-0.5387277530289,0.322415809059399,-0.763780466545776,-0.60494875972748,-0.742395541268672,ejecta
1.45438811410689,2.97710605436949,-0.254863774982211,3.10738087070053,-0.433132845418597,0.291734533925729,0.366064274636542,ejecta
1.34611521587921,1.97206147322881,-0.068832114306676,1.28053612485331,0.407491675887258,0.291734533925729,0.366064274636542,ejecta
2.88359037071221,5.70901775109658,0.211683642281631,0.263805653596536,7.00567289886159,-0.143420593876564,-0.247851931095577,ejecta
0.162331528589949,0.515108603430529,-0.441128903333563,0.557262890706677,0.0335678981625278,-0.346492986850967,-0.21374547522157,ejecta
-0.148050779662723,-0.297244209290456,-0.553811157499049,0.921195586978601,-0.759235482062928,-0.346492986850967,-0.21374547522157,ejecta
-0.075868847510939,-0.310504636185161,-0.583804559071773,2.2170996202701,-0.793816885736771,-0.246275442266197,-0.145532563473557,ejecta
-0.429560315054682,0.016403572143146,-0.514231542857398,-0.17056317592189,-0.434318493544557,-0.900326785872067,-0.998193960323721,ejecta
-0.855433714750209,-0.0114980533596086,-0.552511377027343,0.0417975657172926,-0.546016427411067,-0.895052178262342,-0.895874592701702,ejecta
-0.198578132168972,0.295273399367993,-0.569861709014572,3.42124843408425,-0.851913643908825,-0.689342481483076,-0.623022945709649,ejecta
-0.155268972877902,0.267570033433052,-0.526634171833773,0.81987324301727,-0.670311872615906,-0.689342481483076,-0.623022945709649,ejecta
-1.01423396548413,-0.396438205098245,-0.581058888590224,0.164674190016141,-0.775933359836869,-0.995269722847112,-1.20283269556776,ejecta
-0.963706612977885,-0.298681855772002,-0.585948738940165,0.419077612475863,-0.812589647731142,-0.995269722847112,-1.20283269556776,ejecta
-1.0575431247752,0.231150855446297,-0.577412348681103,0.453581656523588,-0.809724331426738,-0.995269722847112,-1.20283269556776,ejecta
-0.545051406497536,0.678278597315794,-0.554130112503346,1.60606884849026,-0.813923501872847,-0.684067873873352,-0.605969717772646,ejecta
-0.696633464016283,0.346480029890274,-0.569515640879449,1.64730731428254,-0.835709786187368,-0.684067873873352,-0.605969717772646,ejecta
1.26671509051225,-0.0537648754696165,0.754072343229604,-0.41600201196501,0.4928583409564,1.27017424552967,0.911767568620647,coronal_holes
1.02129652119618,-0.0051865110299321,0.329917063750636,-0.230621159430442,-0.284482211626324,1.37566639772417,0.741235289250614,coronal_holes
0.79753253152565,0.190603495232822,0.705409511111111,-0.428705500452178,-0.100558546086732,1.37566639772417,0.741235289250614,coronal_holes
0.725350599373866,-0.0718727017620288,0.412229665797344,-0.222260959177866,0.0612824231068499,1.22534008084701,1.01408693624267,coronal_holes
0.609859507931011,-0.296897823853601,0.237149416819437,-0.288224953758649,-0.196447838273771,1.75543814562435,1.76442896547081,coronal_holes
1.82973416129616,0.443545000127182,2.24720833413661,-0.270614546635325,-0.352558174858544,0.304921052950041,0.314904590825532,coronal_holes
1.74311584271402,0.331128219373229,1.50521280809584,-0.198020831950565,-0.0506131187806537,0.304921052950041,0.314904590825532,coronal_holes
1.7503340359292,0.386483886630825,1.15568141576745,0.0027075952155251,-0.419053273922818,0.349755217632701,0.331957818762535,coronal_holes
1.44716992089171,0.427971897524926,1.07721111440425,-0.149399034997959,-0.137264235986253,0.349755217632701,0.331957818762535,coronal_holes
2.11124369668812,0.0888200233870253,1.64149467556069,-0.0543703130960185,-0.15796367618531,2.52025624903444,2.07138706833687,coronal_holes
1.70702487663813,0.216225451234578,1.47157805462095,-0.0364070850744916,0.23868502395366,2.52025624903444,2.07138706833687,coronal_holes
1.38942437517028,0.32195246414924,0.722619583025219,0.0864404487733947,-0.516128214235818,2.52025624903444,2.07138706833687,coronal_holes
1.46882450053724,-0.0499513834016386,0.840705103111415,-0.148805637117971,-0.45422750165964,2.63629761644838,2.39539839913993,coronal_holes
1.46882450053724,-0.232603393912538,0.826572334625117,-0.192179267650379,-0.1776750762794,2.63629761644838,2.39539839913993,coronal_holes
1.45438811410689,-0.287912676324381,1.01552185737956,-0.22090414494635,-0.272378720340479,2.63629761644838,2.39539839913993,coronal_holes
1.43995172767653,-0.293424407086794,0.976405342811498,-0.177335983605141,-0.349445848527899,2.63629761644838,2.39539839913993,coronal_holes
0.530459382564048,-0.0129439078436751,1.02714703720429,-0.405672340003759,0.293669455795069,1.74752623420976,1.61094991403778,coronal_holes
0.559332155424762,-0.0218947992298393,0.486025562229248,-0.234414809237859,0.326917005327206,1.74752623420976,1.61094991403778,coronal_holes
1.04295110084172,-0.121592950246445,0.256083705527789,-0.0046906017207407,-0.66033266755574,1.05127802972609,0.962927252431657,coronal_holes
0.869714463677434,-0.0983161333654967,0.102598290305274,0.0109667688252192,-0.512867681889427,1.47324663850407,2.05433384039987,coronal_holes
0.667605053652438,-0.137775640198975,0.077851659616667,-0.121423039091162,-0.672436158841584,1.51016889177215,2.19075966389589,coronal_holes
0.725350599373866,-0.177133441392566,0.0301507744609492,-0.0587418740696459,-0.575608228554826,1.51016889177215,2.19075966389589,coronal_holes
0.638732280791725,-0.306049748950572,0.115365347781007,-0.218206060752948,-0.147243441046418,1.4574228156749,2.49771776676195,coronal_holes
0.631514087576546,-0.307759660908187,0.0103495498218555,-0.164475585184269,-0.353842626995001,1.4574228156749,2.49771776676195,coronal_holes
