u b v r i+ z++ vista_y vista_j vista_h vista_k irac_1 irac_2 Z_SIM
31.67912 30.55149 29.42612 29.05365 28.71931 27.81339 27.47169 26.27965 25.79082 25.53146 25.28016 25.18483 1.98138
25.49078 25.20988 24.90393 24.86766 24.62547 24.10283 23.88366 22.86271 22.41339 22.14849 21.84833 21.73854 1.97937
25.07387 24.80429 24.57174 24.66445 24.38097 24.01413 23.86616 22.96394 22.63509 22.42523 22.17109 22.07925 1.97723
25.38671 25.29358 25.27137 25.3233 25.32896 25.24747 25.21724 24.52663 24.45707 24.42331 24.41073 24.41649 1.97618
25.55579 25.50196 25.45095 25.50758 25.45999 25.2892 25.20786 24.4403 24.14734 23.95304 23.72943 23.64623 1.97434
27.14564 26.97692 26.85651 26.87614 26.7798 26.49751 26.37213 25.49517 25.20646 25.0292 24.83231 24.75971 1.97177
25.43008 25.11067 24.86932 25.02239 24.62765 24.22682 24.07133 23.14164 22.74623 22.48336 22.16317 22.05173 1.96792
26.11913 26.01942 25.956 25.99428 25.95767 25.81115 25.75196 25.0111 24.83046 24.71098 24.56971 24.51509 1.96739
26.6905 26.54599 26.4741 26.54756 26.47308 26.3248 26.27151 25.54655 25.41721 25.33858 25.25255 25.21863 1.96539
28.82347 28.12721 27.46639 27.20947 26.95437 26.16199 25.86504 24.6846 24.23729 23.99084 23.73696 23.63683 1.96516
26.39726 26.33595 26.33111 26.35993 26.38804 26.28802 26.23913 25.50372 25.38702 25.3104 25.28431 25.27491 1.96391
24.98271 24.8571 24.79757 24.88803 24.79349 24.6794 24.64913 23.99701 23.89536 23.82582 23.7436 23.71461 1.961
25.89418 25.65216 25.4953 25.58318 25.35692 25.09245 24.99029 24.1646 23.95777 23.8258 23.67043 23.61685 1.9594
27.95151 27.77898 27.63224 27.61592 27.53906 27.22323 27.06686 26.11305 25.84123 25.67928 25.5431 25.48967 1.95916
26.07911 25.97089 25.92144 25.9987 25.93945 25.82699 25.78542 25.10192 24.96753 24.87858 24.78225 24.74417 1.95714
28.57463 28.13815 27.40232 27.11669 26.65669 25.71778 25.3781 24.18651 23.63317 23.32762 23.03127 22.92014 1.95451
27.21121 27.02309 26.89678 26.93778 26.79424 26.50006 26.37242 25.46998 25.18789 25.01071 24.83384 24.76915 1.95349
26.14733 26.10157 26.09952 26.13825 26.17422 26.09592 26.06273 25.35853 25.26427 25.20485 25.16688 25.14812 1.95033
26.02493 25.90521 25.84037 25.91024 25.82782 25.69056 25.63988 24.91311 24.75953 24.65479 24.53507 24.49298 1.94901
25.14945 24.92986 24.7676 24.83965 24.60956 24.29682 24.17544 23.27944 23.00022 22.81497 22.59415 22.51523 1.94657
27.22489 27.08444 27.01705 27.04218 26.98002 26.77158 26.67375 25.82813 25.6427 25.51891 25.42414 25.3894 1.94526
26.54611 26.41495 26.36728 26.41361 26.36177 26.21191 26.14758 25.35755 25.24004 25.16265 25.11567 25.10382 1.94346
24.82004 24.57283 24.44074 24.49226 24.32489 24.0859 23.99267 23.16942 23.02131 22.9261 22.82035 22.78718 1.94301
27.74881 27.48611 27.30425 27.28756 27.13318 26.76919 26.61113 25.62056 25.35636 25.18883 25.0198 24.95871 1.939
26.70584 26.64903 26.62419 26.65306 26.65716 26.54893 26.50097 25.76032 25.59355 25.47578 25.35587 25.31628 1.93767
25.76149 25.56446 25.45189 25.52107 25.35324 25.13058 25.04518 24.21718 24.04333 23.929 23.80317 23.7624 1.93583
25.972 25.73362 25.53261 25.52463 25.32371 24.90595 24.73966 23.73706 23.39241 23.17014 22.9108 22.82043 1.93438
25.47839 25.42608 25.40107 25.48788 25.43024 25.32494 25.28992 24.59211 24.44478 24.33121 24.17988 24.12768 1.93214
26.78246 26.6635 26.61599 26.64513 26.60182 26.44394 26.3769 25.58107 25.43768 25.33419 25.23577 25.20734 1.9305
26.45494 26.41024 26.38892 26.44125 26.42073 26.30968 26.26743 25.53136 25.39083 25.28291 25.14097 25.09202 1.92794
25.70263 25.67056 25.69599 25.74283 25.77835 25.69983 25.66276 24.92386 24.82928 24.75319 24.71122 24.70217 1.927
25.36043 25.18224 25.08688 25.12806 25.01043 24.82185 24.74968 23.93699 23.81326 23.7254 23.61115 23.57788 1.92368
26.86532 26.47391 26.20072 26.19206 25.89368 25.42108 25.23916 24.22849 23.90094 23.68775 23.45698 23.38243 1.92216
24.08955 23.80884 23.61817 23.69392 23.37828 23.02776 22.89888 21.98815 21.73783 21.55809 21.32297 21.24722 1.92175
25.49078 25.29735 25.16772 25.25014 25.02518 24.80144 24.72656 23.94624 23.75308 23.60128 23.39446 23.32934 1.91949
26.51293 26.28552 26.11687 26.1472 25.91834 25.56675 25.42607 24.47627 24.17886 23.97461 23.73796 23.66203 1.91773
25.48912 25.39522 25.34482 25.38986 25.33018 25.17675 25.11334 24.32338 24.18261 24.08162 23.97152 23.93976 1.91587
26.32047 26.15894 26.10044 26.15966 26.05253 25.92025 25.8756 25.14137 25.08733 25.04161 24.98173 24.96942 1.91447
25.59473 25.45011 25.38049 25.43118 25.31923 25.13588 25.05947 24.24018 24.09682 23.99924 23.90123 23.88112 1.91147
25.59883 25.37867 25.20542 25.24736 24.96204 24.56414 24.40198 23.41543 23.05521 22.80902 22.51774 22.4224 1.91136
27.7096 27.52385 27.37407 27.38108 27.1986 26.891 26.76575 25.86135 25.56526 25.35544 25.10719 25.02867 1.90742
26.24239 26.07032 25.94233 25.97482 25.82807 25.5825 25.48583 24.62859 24.41667 24.26546 24.07317 24.01369 1.90646
26.14003 26.04664 25.99814 26.04562 25.97335 25.82242 25.75785 24.98285 24.81611 24.69511 24.55905 24.52191 1.90496
26.049 25.96253 25.92792 25.98971 25.92234 25.81631 25.77727 25.07249 24.9733 24.89856 24.81287 24.79346 1.90112
25.47275 25.43871 25.43171 25.48731 25.48734 25.40785 25.37481 24.67103 24.53004 24.42679 24.30365 24.27108 1.89867
25.76634 25.61713 25.55696 25.6208 25.49609 25.33492 25.26979 24.48953 24.37683 24.30247 24.23206 24.22248 1.89922
26.3344 26.19881 26.10727 26.16282 25.98482 25.72824 25.61325 24.74016 24.47283 24.28731 24.07381 24.00955 1.8963
26.18995 26.1384 26.12215 26.15368 26.14533 26.03648 25.98818 25.25316 25.10583 24.99271 24.86037 24.82268 1.89407
25.22284 25.01337 24.87416 24.94564 24.6478 24.36246 24.24488 23.40471 23.15735 22.98467 22.77493 22.71162 1.89209
26.94523 26.77901 26.58619 26.54694 26.29795 25.77955 25.55948 24.49321 24.06811 23.80392 23.51092 23.42442 1.89009
25.1793 25.00942 24.8602 24.88217 24.6702 24.35168 24.21345 23.2797 22.9782 22.77002 22.51282 22.43484 1.88877
26.03653 25.95144 25.90778 25.99318 25.8849 25.80381 25.7818 25.17299 25.05016 24.95095 24.81008 24.76702 1.8867
24.96325 24.85092 24.79705 24.85259 24.74105 24.5647 24.48609 23.67629 23.51687 23.40795 23.28016 23.24709 1.88358
24.82203 24.69971 24.6324 24.72384 24.50569 24.29468 24.20334 23.39047 23.16832 23.01062 22.80932 22.75112 1.88351
27.50586 27.29718 27.18424 27.16746 27.04861 26.76093 26.62358 25.70537 25.54188 25.43535 25.36555 25.35474 1.88073
24.74584 24.67463 24.66983 24.75028 24.68102 24.62656 24.61315 24.00908 23.95609 23.91412 23.84628 23.83441 1.87789
24.09636 23.90273 23.79101 23.86876 23.57549 23.30997 23.19785 22.3367 22.08985 21.90997 21.67208 21.60052 1.87532
25.8185 25.80265 25.82136 25.87881 25.90258 25.82731 25.78548 25.0871 24.97173 24.89426 24.82432 24.81201 1.87457
25.48114 25.28208 25.15072 25.18451 24.94083 24.63551 24.49497 23.561 23.33572 23.18798 23.01708 22.97042 1.87104
24.4135 24.30509 24.22652 24.29052 24.0903 23.86086 23.75778 22.92796 22.66485 22.47804 22.22787 22.15162 1.86885
26.09031 25.93636 25.8421 25.87442 25.71762 25.49205 25.38833 24.54096 24.35587 24.23067 24.0756 24.0347 1.86681
26.36121 26.25097 26.16461 26.17202 26.0541 25.79842 25.67492 24.8039 24.55067 24.38056 24.18247 24.1281 1.86537
25.76481 25.69229 25.64841 25.69085 25.60395 25.45325 25.37654 24.60551 24.44231 24.3273 24.18466 24.14611 1.86304
26.64431 26.5281 26.48637 26.52221 26.43569 26.27913 26.19633 25.41545 25.31812 25.25199 25.18783 25.17609 1.86148
25.71098 25.56645 25.50559 25.57059 25.37976 25.19797 25.1034 24.31742 24.16669 24.06847 23.95724 23.93396 1.85976
25.93789 25.93291 25.95412 26.01742 26.03086 26.00756 25.98731 25.38374 25.29477 25.23413 25.17157 25.16696 1.85727
24.76526 24.56292 24.47641 24.56044 24.21378 23.95362 23.82767 23.00816 22.8032 22.6585 22.46674 22.41294 1.85489
26.61775 26.59266 26.5493 26.56941 26.47453 26.24261 26.11074 25.26349 24.90673 24.66775 24.38905 24.30837 1.85387
25.39427 25.28585 25.20798 25.24832 25.06159 24.82147 24.69651 23.84113 23.57276 23.38457 23.14397 23.07343 1.85223
26.43203 26.1804 25.96837 25.95168 25.67179 25.25732 25.06394 24.06027 23.7587 23.5619 23.32022 23.2512 1.85098
25.26676 25.15935 25.12514 25.17677 25.04493 24.8882 24.80088 24.02675 23.90118 23.81074 23.69409 23.66543 1.84867
24.44455 24.30077 24.2409 24.29479 24.11393 23.94355 23.8549 23.09355 22.98272 22.90407 22.79023 22.76236 1.84715
26.69179 26.69184 26.70428 26.74345 26.76592 26.65719 26.57746 25.83868 25.69698 25.59739 25.47796 25.44847 1.84566
25.18643 25.1262 25.12292 25.18356 25.09852 24.98474 24.90837 24.192 24.08459 24.00803 23.922 23.90483 1.84482
24.09373 23.96341 23.93856 24.01952 23.81069 23.68128 23.60723 22.91666 22.82706 22.75968 22.66945 22.65159 1.84274
24.55152 24.43267 24.36607 24.42026 24.21706 24.00625 23.89802 23.09256 22.88828 22.73822 22.5267 22.46652 1.84052
26.3341 26.33295 26.32082 26.34402 26.34388 26.23375 26.15939 25.45174 25.25092 25.10007 24.89778 24.83953 1.83906
26.09164 26.05958 26.07189 26.11576 26.0971 26.02134 25.95555 25.28186 25.19608 25.12799 25.07251 25.06613 1.83784
25.3298 25.03827 24.824 24.85396 24.37235 23.92046 23.70662 22.71525 22.3432 22.08892 21.77068 21.67712 1.83618
26.11264 25.93864 25.84131 25.86867 25.6378 25.37118 25.21721 24.35068 24.15283 24.01502 23.85072 23.80834 1.83502
25.73227 25.59619 25.53586 25.57505 25.40814 25.22096 25.103 24.32814 24.18677 24.08329 23.9505 23.91799 1.83368
27.64356 27.46954 27.28568 27.24838 27.04614 26.63269 26.41835 25.43714 25.1439 24.95173 24.72379 24.66206 1.83184
26.72714 26.66349 26.60386 26.61383 26.54182 26.30408 26.14539 25.2807 25.08127 24.94918 24.79954 24.76574 1.82924
25.9106 25.77293 25.70667 25.76144 25.52147 25.28245 25.13288 24.29961 24.08252 23.93354 23.76049 23.71795 1.82824
25.63961 25.38487 25.2361 25.281 24.85088 24.49395 24.30928 23.39444 23.09048 22.87278 22.59478 22.5135 1.8274
25.15965 25.07095 25.02915 25.06519 24.93372 24.76091 24.63737 23.86967 23.71965 23.61018 23.47488 23.44421 1.82476
28.15699 27.80769 27.42289 27.33876 26.91166 26.26612 25.96847 24.86222 24.48852 24.25611 23.98276 23.90674 1.82277
25.37761 25.2754 25.21155 25.25578 25.03876 24.79216 24.62978 23.77622 23.5386 23.36789 23.14892 23.08878 1.82172
25.08416 24.96068 24.87685 24.90764 24.69223 24.4684 24.32814 23.53018 23.31895 23.15507 22.92893 22.86321 1.81952
27.40704 27.23481 27.11137 27.10891 26.89985 26.57936 26.37852 25.49095 25.28082 25.13633 24.97105 24.9299 1.81683
24.78493 24.75082 24.74784 24.79675 24.7281 24.60524 24.48966 23.77062 23.64423 23.54893 23.4367 23.41308 1.81567
26.52688 26.46691 26.41401 26.42734 26.34006 26.19157 26.06657 25.33515 25.20128 25.08821 24.93295 24.89114 1.81354
26.83678 26.81279 26.80048 26.81718 26.76882 26.61783 26.48059 25.7528 25.5852 25.45664 25.31779 25.28543 1.81254
26.30257 26.2542 26.2274 26.25495 26.18121 26.01335 25.85872 25.10781 24.97 24.8737 24.7877 24.77359 1.81039
25.9349 25.8514 25.77424 25.78654 25.61765 25.38194 25.21051 24.40245 24.16941 23.998 23.78552 23.72662 1.80745
25.14737 25.06559 25.01725 25.04836 24.89571 24.71149 24.55526 23.7937 23.62343 23.49142 23.31806 23.26975 1.8059
26.0589 26.00908 25.98391 26.02232 25.92803 25.75039 25.58387 24.82179 24.66399 24.5569 24.45227 24.43076 1.80548
24.9086 24.86471 24.84832 24.88276 24.8004 24.68262 24.55096 23.86497 23.74 23.63935 23.5085 23.47501 1.80374
25.05135 24.93039 24.88765 24.94401 24.69434 24.51044 24.36313 23.6489 23.45956 23.30989 23.10307 23.0407 1.8017
25.34195 25.22171 25.18013 25.22704 24.95655 24.74997 24.57489 23.81901 23.61478 23.45846 23.25231 23.1946 1.79942
25.78031 25.72555 25.73094 25.78318 25.6883 25.61089 25.49261 24.88203 24.81687 24.75994 24.68108 24.66432 1.79716
24.69835 24.60557 24.5667 24.60429 24.41346 24.24034 24.08041 23.36407 23.20491 23.0754 22.90154 22.85063 1.79575
26.65183 26.52764 26.43596 26.45087 26.21715 25.92788 25.71134 24.89588 24.65183 24.47889 24.27907 24.22117 1.79244
25.70136 25.55324 25.44355 25.4542 25.17966 24.87653 24.65127 23.81314 23.56381 23.37838 23.13874 23.06542 1.79001
25.52707 25.35644 25.27161 25.29755 24.89127 24.55036 24.29971 23.42962 23.08924 22.83803 22.52359 22.42507 1.78814
25.84499 25.77122 25.75022 25.77938 25.66636 25.52598 25.34526 24.68202 24.59685 24.53146 24.47727 24.46776 1.78558
27.39845 27.25887 27.16332 27.15889 26.97653 26.6878 26.42939 25.63889 25.47208 25.35704 25.2644 25.24292 1.78391
25.69624 25.64085 25.60642 25.62667 25.52002 25.3351 25.13717 24.43099 24.28953 24.18249 24.0621 24.02895 1.78189
27.21193 27.09903 27.00746 27.00285 26.79544 26.48782 26.236 25.43399 25.21444 25.05945 24.88701 24.83891 1.77978
24.2003 23.99262 23.9383 23.975 23.53979 23.25515 23.01168 22.24395 22.01715 21.84618 21.63463 21.5718 1.77796
25.24164 25.15959 25.15485 25.1944 25.02813 24.88822 24.69777 24.06486 23.98298 23.91668 23.84409 23.82788 1.77647
26.49988 26.49115 26.5002 26.53083 26.49204 26.35941 26.1636 25.52161 25.39039 25.28992 25.21497 25.20015 1.7744
26.50512 26.42041 26.37088 26.37856 26.22491 26.00533 25.75462 25.03635 24.88918 24.7816 24.69026 24.66676 1.77246
26.13697 26.03122 25.92659 25.92593 25.71968 25.44145 25.18484 24.38822 24.16891 24.00464 23.80432 23.74354 1.77127
25.22338 25.12896 25.09196 25.12027 24.9053 24.70646 24.47624 23.77796 23.61495 23.49157 23.34614 23.3055 1.76945
25.00801 24.92518 24.89658 24.9237 24.76362 24.60109 24.3866 23.74718 23.65446 23.58384 23.51043 23.49278 1.76902
25.73874 25.6074 25.50658 25.50902 25.20496 24.85173 24.5696 23.7344 23.46319 23.27172 23.04596 22.97892 1.76719
25.34431 25.35442 25.36396 25.40091 25.38602 25.30381 25.14365 24.5752 24.49344 24.41772 24.32033 24.29248 1.76562
27.85141 27.72609 27.57675 27.54118 27.28084 26.86033 26.53834 25.711 25.4267 25.2401 25.07503 25.03177 1.76491
25.74391 25.63963 25.60902 25.6328 25.38974 25.16607 24.91963 24.22646 24.04464 23.91401 23.77236 23.73435 1.76422
25.85114 25.79904 25.77149 25.79252 25.63441 25.43325 25.19199 24.51421 24.33882 24.2133 24.0891 24.05302 1.76169
26.3434 26.26024 26.20033 26.20665 26.00026 25.7439 25.47687 24.75571 24.5623 24.4232 24.27234 24.22955 1.75975
25.0956 25.01388 24.97716 24.99792 24.78652 24.58885 24.36407 23.68843 23.48384 23.32107 23.11216 23.04667 1.75851
25.92845 25.95333 25.97392 26.0129 26.01439 25.92525 25.73202 25.17892 25.07712 25.00754 24.9792 24.98015 1.75745
26.96379 26.88481 26.80721 26.80837 26.64824 26.42821 26.16046 25.47523 25.32189 25.20518 25.06666 25.0267 1.7549
26.41787 26.34272 26.31319 26.32485 26.17396 25.96379 25.69852 25.06058 24.93594 24.8448 24.78928 24.78303 1.75288
26.46994 26.28353 26.07504 26.01657 25.55258 24.99385 24.64508 23.70951 23.30604 23.03939 22.73882 22.64383 1.74969
30.33985 29.43951 28.59712 28.43455 27.73488 26.92854 26.4777 25.43405 25.08062 24.86275 24.61354 24.53947 1.74917
26.35479 26.31075 26.25841 26.27304 26.14854 25.9111 25.62909 24.95312 24.78773 24.67165 24.55205 24.51942 1.74603
26.41372 26.31643 26.20774 26.19975 25.97441 25.65201 25.34212 24.58553 24.35154 24.18406 23.98932 23.9311 1.74515
25.30955 25.18328 25.14495 25.15059 24.83215 24.5556 24.26255 23.54715 23.30212 23.11995 22.90322 22.83937 1.74478
25.66585 25.39241 25.22765 25.17306 24.50849 23.95001 23.54066 22.5687 22.10382 21.76925 21.35136 21.21614 1.74236
25.47787 25.44261 25.44418 25.4687 25.3506 25.21431 24.9663 24.43295 24.34639 24.28348 24.23621 24.22994 1.73989
26.58072 26.47339 26.3927 26.39348 26.14094 25.81699 25.50967 24.78008 24.5425 24.37522 24.18064 24.12624 1.73721
26.68355 26.68459 26.67208 26.68862 26.6228 26.46823 26.2334 25.66867 25.51719 25.39692 25.2615 25.22502 1.73517
26.42855 26.33466 26.29782 26.30523 26.11892 25.89158 25.59523 25.00715 24.90287 24.82593 24.76004 24.74718 1.73306
26.21746 25.97582 25.86052 25.82909 25.36497 24.9551 24.59543 23.83426 23.58107 23.40564 23.20113 23.14234 1.73167
26.23417 26.1605 26.05139 26.04363 25.82466 25.46948 25.13301 24.39199 24.14584 23.97914 23.79926 23.7481 1.72941
25.52148 25.52439 25.5552 25.59208 25.47944 25.31215 25.0686 24.46654 24.2551 24.09839 23.91615 23.86759 1.72876
26.13085 26.05778 26.04709 26.05824 25.84577 25.6164 25.33389 24.71618 24.51775 24.36967 24.2017 24.15441 1.72661
25.75389 25.75421 25.76847 25.80284 25.73531 25.61942 25.3892 24.87928 24.75853 24.65955 24.53289 24.49683 1.72485
26.12731 25.84385 25.71013 25.64934 25.04579 24.53724 24.16133 23.33167 22.992 22.74752 22.45389 22.36373 1.7227
24.62275 24.52951 24.47623 24.46526 24.18791 23.87693 23.58882 22.89543 22.6246 22.41989 22.16875 22.09159 1.72058
27.1236 26.97865 26.85977 26.84228 26.56442 26.17272 25.81637 25.13909 24.92895 24.7821 24.63605 24.59851 1.71834
26.12493 25.95628 25.88302 25.84781 25.40385 24.9909 24.64035 23.88182 23.56502 23.33212 23.05518 22.96716 1.71623
26.11945 26.03597 25.97175 25.97308 25.79236 25.51711 25.18243 24.59991 24.4631 24.3633 24.26959 24.24748 1.71463
26.09087 25.8976 25.77512 25.69748 25.12544 24.58156 24.19523 23.31748 22.91158 22.62988 22.30199 22.19964 1.71139
25.77708 25.78861 25.80947 25.83622 25.78735 25.67528 25.44228 24.98786 24.87611 24.77589 24.65526 24.62435 1.71024
25.07684 24.96693 24.85969 24.832 24.47321 24.00465 23.63649 22.83334 22.503 22.26739 21.98941 21.9002 1.70765
26.2947 26.31173 26.33895 26.37198 26.3341 26.17802 25.90792 25.44001 25.31729 25.21731 25.14471 25.13808 1.70391
26.40542 26.40749 26.43202 26.45442 26.36945 26.22804 25.99977 25.49457 25.30805 25.15097 24.96658 24.9123 1.70351
25.89473 25.85437 25.85203 25.86553 25.73761 25.57031 25.28997 24.82058 24.72296 24.6332 24.52085 24.49112 1.70196
26.37193 26.37169 26.38763 26.41755 26.34376 26.17434 25.88758 25.40402 25.28324 25.19476 25.12382 25.11082 1.69989
26.45174 26.42097 26.40252 26.41479 26.26357 26.01752 25.69391 25.121 24.93471 24.7943 24.64143 24.60079 1.69807
26.68991 26.71378 26.74061 26.77379 26.72516 26.57613 26.3089 25.81377 25.65363 25.52454 25.379 25.33972 1.69764
25.27366 25.20126 25.17365 25.16736 24.92595 24.63413 24.29594 23.67209 23.44198 23.26797 23.06931 23.00799 1.69569
24.82873 24.62108 24.60114 24.54788 24.06908 23.67955 23.31877 22.70356 22.48643 22.32163 22.1301 22.07283 1.69431
26.79276 26.76905 26.7131 26.7265 26.56413 26.2281 25.89602 25.24471 25.00106 24.8232 24.62704 24.57041 1.69386
24.80168 24.64267 24.55331 24.47283 23.88583 23.28012 22.89075 22.00664 21.57826 21.28399 20.94672 20.83913 1.69201
24.64972 24.50756 24.51665 24.48707 24.11678 23.78805 23.44653 22.8404 22.60842 22.43292 22.23026 22.16709 1.68964
27.82114 27.67118 27.5503 27.52905 27.21537 26.82722 26.45016 25.80916 25.59191 25.42461 25.22653 25.16478 1.68917
25.06248 25.03902 25.03557 25.05186 24.9192 24.70822 24.43161 23.88775 23.68168 23.50706 23.29215 23.22175 1.68762
26.73245 26.64032 26.60412 26.59429 26.36982 26.07849 25.72128 25.21392 25.08335 24.98389 24.89182 24.86775 1.68494
25.51502 25.46312 25.50164 25.50994 25.34967 25.17666 24.89516 24.44526 24.31866 24.21343 24.09969 24.07399 1.68326
27.48784 27.38117 27.31508 27.29054 27.00962 26.62912 26.2772 25.68628 25.47149 25.3088 25.13842 25.08962 1.681
24.94389 24.84039 24.82925 24.81293 24.5497 24.25536 23.92556 23.40833 23.25326 23.12037 22.95711 22.90775 1.67911
24.92178 24.786 24.79912 24.73433 24.27999 23.8353 23.48917 22.77672 22.42819 22.17419 21.88547 21.79664 1.67689
25.09367 24.9762 24.96463 24.93659 24.64069 24.32827 23.98432 23.45578 23.28794 23.14669 22.97615 22.92658 1.6754
25.81246 25.82414 25.8809 25.91798 25.87359 25.76237 25.52122 25.13032 25.02765 24.92736 24.80124 24.76461 1.67368
25.84069 25.79439 25.74733 25.74784 25.5591 25.24634 24.88997 24.31453 24.10265 23.93544 23.74489 23.6883 1.67164
26.23641 26.23026 26.24182 26.2585 26.16162 25.95341 25.63875 25.18032 25.03129 24.90344 24.76307 24.7287 1.6697
25.41308 25.41068 25.44971 25.47544 25.41813 25.24823 24.93307 24.61219 24.59162 24.56384 24.59386 24.62996 1.66798
24.97668 24.87757 24.88318 24.85735 24.56292 24.24056 23.87934 23.32836 23.11627 22.9433 22.73043 22.66633 1.66491
24.8939 24.71449 24.62993 24.58235 24.19386 23.80033 23.40427 22.85786 22.66419 22.50394 22.31296 22.25314 1.66241
26.65736 26.58593 26.53783 26.53075 26.32489 25.98965 25.60614 25.08961 24.91558 24.77689 24.6249 24.5834 1.66075
25.32631 25.26081 25.2879 25.28208 25.09776 24.88918 24.55462 24.12505 23.99655 23.87693 23.72494 23.68356 1.6601
25.80191 25.77073 25.77821 25.79411 25.68299 25.48013 25.1289 24.75394 24.6826 24.6184 24.5638 24.55767 1.6585
23.9052 23.87314 23.86304 23.87696 23.72096 23.45977 23.09315 22.59284 22.41079 22.25808 22.07128 22.01708 1.65667
27.55195 27.35379 27.14744 27.11288 26.72491 26.21366 25.72459 25.10811 24.88531 24.72231 24.54325 24.49212 1.6553
25.59921 25.42827 25.46112 25.38828 25.00398 24.64893 24.26326 23.75603 23.5668 23.40897 23.21646 23.16258 1.6547
31.19308 30.10308 29.08238 28.82366 27.90638 27.01165 26.51614 25.70962 25.31449 25.07088 24.85987 24.81334 1.65437
25.93498 25.89431 25.91026 25.91782 25.78626 25.53198 25.17806 24.78378 24.6721 24.58495 24.51696 24.50757 1.65075
29.11405 28.84604 28.53139 28.46718 27.9516 27.29 26.79461 26.1227 25.8439 25.65263 25.45699 25.40697 1.6491
25.49242 25.46614 25.47474 25.49464 25.40459 25.18347 24.83474 24.4752 24.39345 24.32399 24.27231 24.27211 1.64772
27.87429 27.72939 27.58278 27.55441 27.20896 26.74424 26.27097 25.69974 25.4694 25.29852 25.11112 25.06372 1.64547
26.72408 26.66249 26.62411 26.62754 26.45173 26.12868 25.68981 25.27804 25.15832 25.0618 24.98439 24.97281 1.64418
26.38162 26.30792 26.27325 26.26261 26.04768 25.73061 25.30539 24.84839 24.67833 24.53792 24.38002 24.34503 1.64146
27.74386 27.63281 27.50049 27.46605 27.13705 26.64816 26.15221 25.61985 25.37607 25.21405 25.09546 25.07841 1.64086
26.07662 25.94259 25.89208 25.85363 25.54293 25.16205 24.72562 24.2492 24.07341 23.92475 23.74804 23.70213 1.63854
24.80409 24.54112 24.4444 24.33067 23.77884 23.23528 22.73055 22.11036 21.83488 21.62758 21.37227 21.2955 1.63535
25.1047 25.03273 25.02184 25.01627 24.83158 24.54148 24.14221 23.72073 23.5633 23.42984 23.27577 23.24053 1.63526
25.29068 25.16327 25.0651 25.00858 24.60733 24.09547 23.63501 22.95743 22.6174 22.36757 22.07557 21.99217 1.63285
25.73349 25.66711 25.61033 25.60624 25.37708 24.99051 24.54546 24.03225 23.80421 23.62926 23.43849 23.39576 1.63338
25.03209 24.79232 24.63124 24.52278 23.9785 23.37491 22.84441 22.18447 21.87952 21.66494 21.42325 21.35648 1.63406
26.12165 26.08056 26.08977 26.09445 25.95062 25.6905 25.29128 24.88415 24.71964 24.5777 24.40766 24.3672 1.62993
30.76458 30.0655 29.35465 29.17117 28.3313 27.5087 26.92239 26.19688 25.8462 25.61794 25.3944 25.3441 1.62857
25.91049 25.90793 25.97813 26.01256 25.98575 25.86109 25.5749 25.32302 25.26662 25.20442 25.14099 25.13296 1.6269
25.41809 25.3355 25.33497 25.31078 25.07102 24.71034 24.29221 23.83333 23.63129 23.47166 23.28401 23.23772 1.62481
26.23879 26.06065 25.9799 25.90376 25.48943 24.99504 24.51501 23.96193 23.70394 23.50859 23.28126 23.22016 1.62232
25.35761 25.30524 25.29169 25.29589 25.13934 24.81439 24.39507 24.04608 23.92033 23.82291 23.74462 23.7373 1.6225
25.51451 25.47925 25.49697 25.51015 25.39155 25.13241 24.73939 24.42823 24.33317 24.24504 24.15378 24.14049 1.62008
24.88097 24.6522 24.56288 24.46262 23.98472 23.48575 22.97432 22.46179 22.22603 22.04129 21.8171 21.75373 1.61871
26.42397 26.32297 26.32816 26.28972 26.04914 25.71976 25.2723 24.90234 24.7524 24.63173 24.51326 24.49649 1.61704
26.35981 26.26777 26.21288 26.19077 25.94341 25.55118 25.07631 24.66319 24.48436 24.3379 24.17573 24.1454 1.61486
25.38223 25.14259 24.99962 24.84049 24.18713 23.54488 23.01008 22.30516 21.92142 21.64479 21.32526 21.23791 1.6128
27.17022 27.11033 27.06627 27.0619 26.85914 26.49217 26.03788 25.61973 25.41917 25.26042 25.09005 25.05905 1.6103
25.62654 25.57192 25.63907 25.62849 25.49463 25.28443 24.896 24.65056 24.58319 24.51774 24.45862 24.4604 1.60766
26.26511 26.1019 26.05203 25.95102 25.46742 24.94301 24.41223 23.79904 23.45209 23.20035 22.91291 22.83304 1.60579
26.15624 26.09583 26.11908 26.10398 25.94472 25.68142 25.22906 24.97259 24.88917 24.81764 24.77083 24.78328 1.60384
25.8937 25.88384 25.9258 25.95099 25.86393 25.62027 25.21889 24.89253 24.73336 24.60045 24.46029 24.43942 1.6013
25.29343 25.12099 25.14654 25.0328 24.65658 24.26078 23.79457 23.37757 23.14689 22.95703 22.73399 22.68314 1.5973
24.89229 24.78678 24.74267 24.70143 24.4335 24.04835 23.58731 23.11733 22.84575 22.62795 22.3712 22.30805 1.59219
26.01302 25.9642 25.9674 25.96385 25.80762 25.48711 25.02057 24.75999 24.65858 24.57159 24.50624 24.51479 1.59075
25.91374 25.86326 25.83802 25.83508 25.64948 25.26785 24.81463 24.47363 24.29436 24.15538 24.0198 24.00797 1.58666
25.59057 25.58791 25.61629 25.65129 25.60569 25.38126 25.01572 24.73334 24.58157 24.45444 24.32257 24.31559 1.58397
