u b v r i+ z++ vista_y vista_j vista_h vista_k irac_1 irac_2 Z_SIM
25.85479 25.85674 25.82863 25.72376 25.54351 24.92241 24.78985 24.67624 24.53004 24.34994 24.21774 24.43223 1.17353
25.70344 25.6372 25.50707 25.22241 24.78089 23.94113 23.73518 23.53534 23.32214 23.10854 22.93764 23.15217 1.17174
25.88518 25.91181 25.9583 25.92776 25.80944 25.26097 25.10633 24.9577 24.7898 24.61658 24.49905 24.73281 1.16706
24.48384 24.50037 24.33783 24.10218 23.7656 22.99797 22.83814 22.67941 22.49951 22.29957 22.14751 22.36391 1.16525
24.56665 24.57597 24.43704 24.20544 23.84544 23.07176 22.92305 22.77277 22.61121 22.43325 22.30514 22.526 1.16426
25.72502 25.75534 25.71564 25.59977 25.38631 24.77246 24.64616 24.52786 24.39597 24.25144 24.15175 24.38636 1.16272
26.38671 26.3066 26.2572 26.04483 25.62736 24.83456 24.7089 24.59831 24.48898 24.36971 24.32279 24.57276 1.16131
26.94312 26.87316 26.83737 26.6321 26.21678 25.43066 25.24565 25.05911 24.86545 24.68095 24.54034 24.77924 1.15926
23.19573 23.16088 23.04253 22.77597 22.33921 21.53767 21.29012 21.03613 20.76261 20.46519 20.22169 20.42241 1.15888
30.66201 29.59851 28.92822 27.94332 26.9057 25.81958 25.45822 25.10737 24.7941 24.54161 24.32746 24.55668 1.15684
23.89152 23.87757 23.80181 23.57299 23.15352 22.35546 22.11358 21.85317 21.5837 21.33089 21.1301 21.35832 1.15508
26.34959 26.31478 26.30424 26.12826 25.72077 24.96159 24.78959 24.60583 24.42958 24.28123 24.19451 24.45098 1.15376
24.60541 24.58152 24.52689 24.35503 24.02399 23.31258 23.15076 22.9867 22.80075 22.60261 22.45608 22.69205 1.14815
24.06771 24.00529 23.83708 23.49405 22.96081 22.09539 21.85244 21.58939 21.30822 21.00484 20.76226 20.9697 1.14683
25.90433 25.86501 25.76764 25.51291 25.05122 24.23211 24.02136 23.7901 23.55418 23.33871 23.17416 23.41179 1.14332
23.97044 23.96967 23.67878 23.27273 22.68998 21.77427 21.49762 21.186 20.87131 20.5564 20.2959 20.49685 1.14381
26.64767 26.57895 26.52682 26.28906 25.8583 25.05162 24.84607 24.62094 24.38277 24.14919 23.96662 24.20035 1.14243
25.08777 25.0183 24.81321 24.42523 23.83015 22.9215 22.67393 22.41096 22.14556 21.88665 21.67976 21.90237 1.14173
26.59945 26.4769 26.34667 26.0115 25.44463 24.58543 24.41587 24.23721 24.06483 23.89769 23.79063 24.04455 1.13797
24.77627 24.8077 24.81785 24.74729 24.54069 23.96527 23.87519 23.78268 23.678 23.55008 23.49857 23.75969 1.13667
25.77668 25.7294 25.67854 25.48181 25.07628 24.33611 24.19639 24.04499 23.88768 23.72641 23.62723 23.88309 1.13508
24.3908 24.37498 24.22545 23.975 23.54759 22.77192 22.62567 22.4596 22.28124 22.08469 21.94673 22.18409 1.13349
24.44008 24.4199 24.08126 23.67202 23.08503 22.20781 21.99425 21.75398 21.5075 21.25381 21.04937 21.27385 1.1304
27.79463 27.66985 27.54181 27.16594 26.54132 25.67874 25.45072 25.19728 24.95422 24.75404 24.61207 24.87951 1.12926
24.06861 24.07853 23.97019 23.78938 23.45224 22.7793 22.65097 22.50471 22.3346 22.14221 22.01088 22.26199 1.12513
25.71276 25.68736 25.48244 25.12373 24.54826 23.68346 23.4349 23.14646 22.85214 22.55644 22.32105 22.55284 1.12285
25.25546 25.23407 25.19329 25.01935 24.63071 23.92942 23.79115 23.63466 23.48112 23.32926 23.24324 23.51655 1.11905
25.24897 25.19646 24.88445 24.45288 23.80271 22.91754 22.70239 22.4497 22.2054 21.97952 21.80226 22.05821 1.11711
24.84558 24.85426 24.85318 24.74781 24.42273 23.82192 23.74576 23.65486 23.5739 23.48433 23.49564 23.79174 1.11245
24.69993 24.713 24.67875 24.54813 24.21152 23.5877 23.46353 23.31143 23.1475 22.97993 22.88043 23.16227 1.10918
25.70481 25.68555 25.65276 25.5027 25.10692 24.46424 24.39427 24.30285 24.22066 24.1427 24.15728 24.46204 1.10801
23.78161 23.71858 23.55408 23.2163 22.66091 21.83707 21.63151 21.37218 21.10229 20.80734 20.57855 20.82102 1.10553
26.09563 26.0521 26.01159 25.83596 25.39789 24.75458 24.67355 24.57188 24.47404 24.36083 24.32902 24.6266 1.10312
25.82773 25.84975 25.80803 25.68939 25.35842 24.76888 24.66247 24.51668 24.36429 24.20263 24.10624 24.39363 1.09831
25.97205 25.92581 25.79348 25.52045 25.0053 24.24594 24.0854 23.86787 23.65154 23.44809 23.29926 23.58096 1.09744
24.48329 24.41564 24.35204 24.09244 23.58671 22.82006 22.65364 22.42908 22.20881 21.99472 21.83239 22.11295 1.09588
26.66443 26.64554 26.63101 26.4723 26.05186 25.40718 25.27134 25.07832 24.8896 24.72881 24.62662 24.93549 1.09469
23.59046 23.59707 23.48687 23.29046 22.87749 22.1904 22.02802 21.79317 21.54176 21.27749 21.07433 21.3356 1.09162
25.40591 25.3327 25.20751 24.90284 24.34002 23.57529 23.39599 23.15296 22.91978 22.71229 22.55483 22.84133 1.08967
29.0974 28.20872 27.46205 26.45668 25.44095 24.4532 24.16049 23.7955 23.48295 23.26022 23.09021 23.38637 1.09232
24.61963 24.52826 24.22589 23.66438 22.88672 21.94962 21.67292 21.29629 20.9432 20.62818 20.38998 20.66054 1.08679
26.65153 26.6157 26.5256 26.31194 25.82446 25.16167 25.06012 24.90806 24.76163 24.61898 24.54598 24.85304 1.08644
25.03689 25.03154 24.89157 24.65825 24.16913 23.47352 23.34082 23.14679 22.9571 22.77401 22.64843 22.94131 1.08594
26.40974 26.40183 26.39937 26.20741 25.73022 25.02847 24.85078 24.60243 24.36678 24.17324 24.04197 24.34252 1.08253
25.67453 25.65496 25.6166 25.44755 25.00653 24.3747 24.2551 24.07046 23.88873 23.72196 23.6177 23.92187 1.08133
24.5472 24.53637 24.37867 24.12764 23.59449 22.90043 22.76612 22.55529 22.34167 22.12208 21.96095 22.24226 1.07899
27.48529 27.29503 26.98573 26.42608 25.59152 24.72445 24.53029 24.25701 24.01567 23.81861 23.67629 23.9769 1.07559
24.6914 24.70708 24.46488 24.20433 23.68564 22.99902 22.85084 22.60826 22.35262 22.09082 21.89 22.16426 1.07132
26.85183 26.83021 26.66703 26.37006 25.7967 25.02979 24.82745 24.52236 24.22407 23.96493 23.76553 24.05285 1.06963
27.47544 27.27215 26.85432 26.14928 25.25129 24.31216 24.05521 23.69442 23.37107 23.10572 22.89919 23.19022 1.06823
23.67986 23.73089 23.44153 23.20268 22.68918 22.05753 21.95431 21.77244 21.58115 21.36884 21.22241 21.50692 1.06758
26.19046 26.1847 26.15707 26.00314 25.52379 24.94713 24.86313 24.71195 24.57291 24.45721 24.42156 24.74606 1.06628
24.1927 24.21072 23.88002 23.57414 22.9732 22.25712 22.11839 21.88354 21.64982 21.41862 21.23944 21.52579 1.0611
31.05858 30.00138 29.02121 27.92484 26.86164 25.8826 25.59305 25.2004 24.86759 24.62938 24.44387 24.75562 1.05719
24.83112 24.84003 24.43917 24.07322 23.41669 22.69065 22.53707 22.2709 21.9996 21.72729 21.52484 21.809 1.05424
25.04604 25.06538 24.92296 24.735 24.24345 23.62662 23.51182 23.30233 23.08917 22.88727 22.73912 23.04566 1.05093
27.3074 27.23678 27.05764 26.71686 26.01821 25.31199 25.16558 24.92357 24.7012 24.52044 24.39878 24.71858 1.04723
25.65424 25.64415 25.39947 25.10829 24.4429 23.77295 23.65029 23.42233 23.2176 23.04172 22.91391 23.23802 1.04178
24.86326 24.88579 24.59438 24.33504 23.70887 23.07481 22.97371 22.77242 22.57905 22.39997 22.27263 22.58759 1.0388
25.15394 25.16866 25.04034 24.86496 24.3369 23.76009 23.68233 23.51418 23.36319 23.23357 23.16784 23.49999 1.03624
27.25135 27.20918 27.07447 26.78301 26.13784 25.44127 25.2877 25.01415 24.7628 24.57667 24.44532 24.77729 1.03411
24.77553 24.79808 24.62112 24.43208 23.89959 23.31724 23.21859 23.01122 22.80177 22.60541 22.46201 22.77853 1.03149
25.94869 25.94675 25.68224 25.38949 24.75074 24.07215 23.92623 23.64291 23.36589 23.1243 22.93912 23.24928 1.02954
25.12 25.14308 24.81173 24.55639 23.93551 23.33676 23.24848 23.05549 22.8622 22.68349 22.55702 22.88295 1.02799
26.68915 26.64944 26.39607 26.07241 25.37385 24.70472 24.574 24.32422 24.0933 23.90713 23.77329 24.10372 1.02582
25.46358 25.50635 24.99306 24.64114 23.94462 23.24357 23.08359 22.78048 22.47058 22.17269 21.93168 22.2195 1.02384
25.88229 25.85265 25.61977 25.31615 24.667 23.98947 23.83099 23.54196 23.26646 23.04366 22.87501 23.20129 1.02115
26.05264 26.01724 25.76793 25.45249 24.75272 24.09243 23.95672 23.70236 23.46753 23.28273 23.14647 23.48531 1.01908
25.78462 25.79868 25.68369 25.54145 25.06122 24.55216 24.44961 24.2344 24.01282 23.83188 23.70281 24.0424 1.01786
26.38027 26.45906 25.91914 25.62075 24.88662 24.30208 24.18591 23.96276 23.75729 23.6027 23.51015 23.84128 1.01506
26.73204 26.71557 26.5814 26.34939 25.71107 25.12936 25.00371 24.77152 24.55435 24.39777 24.3005 24.65341 1.01231
25.29565 25.30633 24.87295 24.54822 23.83934 23.20405 23.06601 22.80164 22.52712 22.29 22.10791 22.43431 1.0086
25.43915 25.41413 24.78391 24.26863 23.37244 22.5838 22.38272 22.02253 21.68151 21.38721 21.14974 21.46024 1.00366
24.93882 24.94005 24.77099 24.56349 23.94654 23.39361 23.29524 23.09736 22.89523 22.72842 22.61854 22.96283 1.00124
27.4745 26.49215 25.69921 25.63377 25.6092 25.66349 25.56462 25.3695 24.63216 24.43595 24.27992 24.25672 2.99782
27.17591 26.3803 25.53478 25.4698 25.47103 25.54918 25.43613 25.31059 24.65361 24.54694 24.4899 24.51102 2.99316
28.21075 27.26606 26.41845 26.35284 26.32817 26.37526 26.25242 26.04408 25.25685 25.06135 24.90298 24.88452 2.99152
27.25527 26.36843 25.82134 25.82187 25.83355 25.9019 25.868 25.76372 25.08569 24.93325 24.81809 24.81254 2.98807
26.02074 25.44511 25.01336 25.05955 25.12971 25.22787 25.23947 25.2435 24.70543 24.66124 24.6406 24.66798 2.98395
27.29638 26.5557 26.08456 26.12386 26.17574 26.25692 26.26884 26.25818 25.71335 25.64702 25.60087 25.6215 2.98017
27.03903 26.11485 25.61471 25.56937 25.57086 25.63444 25.52618 25.39269 24.70543 24.56792 24.45331 24.44747 2.97844
27.47017 26.61223 26.05069 26.07691 26.1195 26.19476 26.19699 26.16108 25.54293 25.4741 25.43762 25.46798 2.97286
27.68169 26.7297 26.07304 26.05078 26.04479 26.08574 26.0425 25.94093 25.25175 25.15926 25.08556 25.09338 2.96965
28.02005 27.27328 26.62432 26.61673 26.63775 26.70453 26.6626 26.58609 25.93061 25.84859 25.78554 25.8016 2.96437
28.34908 27.49333 26.82974 26.82723 26.8213 26.86266 26.84818 26.74574 26.01961 25.89427 25.79519 25.8072 2.96033
26.98296 26.08919 25.57411 25.60709 25.65643 25.72853 25.73573 25.71631 25.09627 25.06814 25.05661 25.09877 2.95502
26.93001 26.12234 25.34349 25.27622 25.24415 25.27964 25.16183 24.9894 24.22514 24.07974 23.94919 23.93807 2.95069
27.08579 26.2708 25.62585 25.59993 25.64124 25.71249 25.61313 25.53341 24.90064 24.83688 24.76714 24.78445 2.94761
27.48094 26.63228 26.03452 26.02059 26.05548 26.1256 26.05862 25.96233 25.25266 25.14545 25.05322 25.07311 2.94342
27.75822 26.76398 26.13455 26.07132 26.08159 26.13651 26.01312 25.87429 25.14449 25.05026 24.9907 25.02419 2.941
28.12858 27.37034 26.90752 26.89835 26.8972 26.93267 26.8984 26.78273 26.00355 25.91092 25.82888 25.8538 2.93758
26.99409 26.4186 25.65354 25.64428 25.67873 25.74571 25.68732 25.61991 24.97147 24.90052 24.83713 24.85749 2.935
27.56928 26.95681 26.34293 26.34952 26.3975 26.46538 26.42219 26.35595 25.66634 25.59628 25.53201 25.56413 2.9319
27.0233 26.45738 26.12296 26.1643 26.23086 26.31681 26.31174 26.29625 25.68681 25.63364 25.58682 25.62211 2.92895
27.0104 26.39634 25.55923 25.50433 25.54726 25.60161 25.45272 25.3355 24.66006 24.55095 24.43162 24.42773 2.92547
27.04897 26.37077 25.83547 25.83714 25.9039 25.98048 25.92973 25.91339 25.3228 25.33076 25.34504 25.41338 2.92428
27.18835 26.66649 26.13775 26.16111 26.21642 26.29137 26.26499 26.17055 25.43648 25.32021 25.2137 25.2256 2.92058
27.0758 26.09222 25.27967 25.13442 25.11222 25.10914 24.85293 24.57236 23.69293 23.50275 23.31134 23.2852 2.91693
26.58657 25.98354 25.5973 25.64218 25.73315 25.83712 25.84121 25.88649 25.38763 25.42309 25.46846 25.53321 2.91376
25.65032 25.04008 24.4586 24.44351 24.47026 24.51549 24.44488 24.36052 23.67221 23.59797 23.52217 23.53484 2.9105
26.76196 26.00365 25.47566 25.49269 25.56055 25.63456 25.60602 25.61195 25.06509 25.08144 25.09208 25.14101 2.90675
27.39835 26.8733 26.36516 26.40301 26.46457 26.53377 26.53772 26.50849 25.869 25.82274 25.76735 25.79321 2.9034
25.69019 25.09585 24.54976 24.55183 24.58519 24.64067 24.59191 24.5069 23.81456 23.70736 23.5954 23.59435 2.89884
26.88919 26.39605 26.06636 26.11544 26.19852 26.28251 26.29343 26.28814 25.68847 25.65764 25.61101 25.63758 2.89656
26.0004 25.45099 24.97504 24.98398 25.04003 25.10211 25.05688 25.01953 24.42332 24.36915 24.29981 24.30967 2.89315
26.49075 26.00914 25.51136 25.51482 25.52859 25.57617 25.54049 25.42683 24.67085 24.53342 24.4002 24.39939 2.89069
27.28833 26.55243 25.82591 25.76779 25.83641 25.8759 25.72276 25.6314 25.00139 24.9073 24.80829 24.81934 2.88748
27.41204 26.64499 26.10544 26.08282 26.0953 26.12525 26.06136 25.94103 25.17947 25.06915 24.94472 24.94617 2.88385
28.07916 27.5748 27.09198 27.0806 27.09915 27.12935 27.06351 26.86511 25.96325 25.80731 25.66302 25.6687 2.87964
28.14932 27.30239 26.64663 26.60744 26.61258 26.61831 26.54003 26.40215 25.5948 25.51146 25.41867 25.43987 2.87691
26.96102 26.31102 25.89505 25.9115 25.97996 26.04319 26.01373 26.0062 25.41878 25.39186 25.35606 25.39071 2.87361
26.98772 26.43562 25.98324 25.97978 26.01177 26.05315 26.00309 25.89576 25.13347 25.03387 24.93021 24.94264 2.87188
25.72054 25.28224 24.88292 24.89504 24.98315 25.04992 24.99226 24.95657 24.32067 24.26267 24.19711 24.22585 2.8687
26.43728 25.71959 25.06006 24.98947 24.98054 24.97499 24.84342 24.64217 23.78042 23.63572 23.48372 23.47711 2.86753
27.5769 26.9361 26.35155 26.35053 26.40212 26.4412 26.40023 26.35343 25.70656 25.67426 25.62025 25.6476 2.86376
27.30071 26.70616 26.2192 26.20796 26.26075 26.30273 26.24917 26.1855 25.50244 25.46356 25.41338 25.44604 2.85957
26.53878 25.99407 25.49836 25.52054 25.56254 25.61263 25.60482 25.56659 24.90669 24.85747 24.78499 24.80569 2.85746
26.97469 26.5036 26.1279 26.16561 26.23125 26.29938 26.30356 26.28237 25.63121 25.59601 25.54383 25.58222 2.85431
26.26989 25.69004 25.15098 25.11465 25.13013 25.14603 25.06847 24.96152 24.22865 24.13808 24.03295 24.03996 2.85173
26.45539 25.91731 25.53777 25.55907 25.63758 25.70302 25.68706 25.69127 25.09845 25.11169 25.10341 25.15356 2.84912
26.38444 25.68114 25.15075 25.09114 25.15316 25.1486 25.01205 24.89537 24.15675 24.05563 23.92834 23.93578 2.84609
27.16013 26.20822 25.5974 25.5635 25.6017 25.614 25.53109 25.43881 24.71616 24.63933 24.54081 24.55105 2.84163
26.74322 26.0962 25.43147 25.36951 25.36845 25.35987 25.25611 25.10462 24.29622 24.20999 24.11028 24.11885 2.84009
26.63634 25.92429 25.29407 25.18132 25.21167 25.14199 24.92078 24.67071 23.76385 23.54296 23.27555 23.2333 2.83601
26.62549 26.00801 25.4377 25.37527 25.41435 25.3994 25.27306 25.13879 24.38075 24.28413 24.168 24.17273 2.83231
27.0566 26.39018 25.80562 25.75919 25.77414 25.76767 25.67558 25.5313 24.70863 24.63106 24.53426 24.55223 2.83053
27.38407 26.64676 26.08575 26.03892 26.05608 26.05178 25.96192 25.82711 25.04132 24.93588 24.81674 24.82534 2.82815
26.97879 26.41109 25.94207 25.93504 25.98709 26.02733 25.98034 25.89933 25.17497 25.09272 24.99818 25.01336 2.82465
26.78232 26.28274 25.96006 25.9817 26.062 26.11677 26.10007 26.10943 25.51933 25.53314 25.52048 25.56493 2.8236
27.19833 26.77796 26.42055 26.43871 26.50825 26.56356 26.54455 26.5158 25.87561 25.82072 25.7449 25.76852 2.82105
28.55916 27.91829 27.33116 27.31135 27.28755 27.30124 27.26168 27.09234 26.22618 26.0906 25.94282 25.94855 2.8189
28.83683 28.01589 27.25119 27.13505 27.09387 27.0197 26.86479 26.58851 25.63825 25.43816 25.22639 25.2089 2.81597
27.42135 26.70465 26.11249 26.05812 26.04052 26.0212 25.93833 25.76043 24.90053 24.79755 24.67505 24.68016 2.81426
25.87773 25.27257 24.63228 24.54114 24.61056 24.55629 24.38022 24.23153 23.47354 23.35591 23.21281 23.20999 2.81177
26.6042 25.98151 25.51001 25.49541 25.56354 25.5961 25.54147 25.51403 24.8937 24.89075 24.87362 24.91408 2.80824
28.11931 27.48069 26.8961 26.80352 26.80054 26.75123 26.6085 26.3581 25.41654 25.22275 25.01135 24.98566 2.80523
27.61457 26.95496 26.28731 26.20294 26.18943 26.14793 26.03089 25.82737 24.9387 24.82561 24.69801 24.70479 2.80294
27.67174 27.11339 26.589 26.55578 26.54473 26.54454 26.48691 26.33366 25.49254 25.4011 25.28963 25.30464 2.79957
27.89616 27.2875 26.77465 26.76581 26.78114 26.79325 26.75752 26.6612 25.8913 25.8314 25.73822 25.75778 2.79638
27.77711 27.02887 26.50751 26.47574 26.52456 26.51704 26.44488 26.35984 25.64061 25.58103 25.49424 25.51747 2.79314
27.21669 26.62816 26.22901 26.19901 26.2671 26.2715 26.19405 26.09473 25.35148 25.25762 25.14109 25.15503 2.79021
26.4789 26.13795 25.90879 25.95295 26.05095 26.13511 26.14928 26.16976 25.60118 25.59992 25.57108 25.60601 2.78614
27.48553 26.8516 26.12689 25.99786 26.02026 25.9212 25.72952 25.48536 24.567 24.40391 24.20877 24.19548 2.78218
26.289 25.79327 25.40316 25.37323 25.44115 25.43626 25.35493 25.26124 24.51906 24.45467 24.36297 24.38889 2.7801
26.60841 26.22077 25.92892 25.97143 26.05961 26.13822 26.15314 26.1751 25.57892 25.59948 25.60543 25.67645 2.77745
27.48353 26.91169 26.41633 26.39386 26.44976 26.44949 26.38452 26.30595 25.56385 25.52275 25.44553 25.48027 2.77432
26.76538 26.14745 25.53348 25.4148 25.46402 25.36452 25.17462 24.9475 24.04898 23.88372 23.68222 23.67171 2.77154
26.55659 26.10699 25.78103 25.78426 25.87158 25.90207 25.86265 25.82627 25.14511 25.12723 25.08217 25.13132 2.76646
26.86918 26.47105 26.11209 26.13145 26.21204 26.25434 26.23763 26.2233 25.57309 25.561 25.5057 25.54955 2.76135
26.59136 26.12441 25.66403 25.65665 25.70881 25.72608 25.67591 25.59767 24.83821 24.81214 24.75435 24.80508 2.7579
26.99297 26.49174 26.14991 26.13398 26.22586 26.24878 26.19365 26.179 25.57838 25.57756 25.55946 25.61818 2.75552
25.60346 24.79455 24.23942 24.13918 24.13525 24.06968 23.9219 23.70506 22.81212 22.69421 22.52885 22.53228 2.75283
26.52192 26.23009 25.89305 25.88002 25.96546 25.96776 25.8922 25.82272 25.09701 25.05538 24.96947 25.0027 2.75009
26.80414 26.42654 26.16884 26.19729 26.29382 26.35777 26.34526 26.33955 25.71437 25.70683 25.65751 25.70303 2.74543
26.51815 26.05449 25.58966 25.52617 25.60396 25.54726 25.41902 25.28843 24.51023 24.41809 24.2787 24.29234 2.74227
26.96756 26.56504 26.30639 26.31906 26.3756 26.42128 26.40298 26.36869 25.67374 25.64998 25.58983 25.63966 2.73882
27.47048 27.01326 26.49313 26.45308 26.50937 26.48513 26.38978 26.24613 25.41674 25.32047 25.19187 25.21434 2.73635
26.62353 25.97483 25.50448 25.43389 25.51236 25.44375 25.31505 25.17886 24.39011 24.30058 24.18654 24.22029 2.73234
26.14731 25.73533 25.46452 25.47555 25.56462 25.61387 25.59091 25.58171 24.96116 24.92747 24.84439 24.87569 2.7303
27.14466 26.66341 26.26707 26.23784 26.33153 26.32137 26.24306 26.17668 25.49358 25.43393 25.34342 25.37831 2.72836
25.98283 25.59364 25.32574 25.34096 25.42603 25.46776 25.44793 25.44782 24.82835 24.83105 24.79798 24.85585 2.7257
27.2877 26.45188 25.57006 25.32469 25.25462 25.02061 24.71737 24.232 23.02974 22.71281 22.33016 22.26853 2.7238
26.71591 26.29177 25.93159 25.88858 25.989 25.94564 25.83365 25.70979 24.93961 24.84731 24.71435 24.73434 2.72189
25.37923 24.88554 24.57771 24.57759 24.69668 24.71284 24.6757 24.70287 24.15478 24.18458 24.17976 24.24423 2.71885
26.64996 26.29727 26.08734 26.11284 26.20277 26.27114 26.26857 26.27883 25.68449 25.67796 25.63475 25.68347 2.71671
26.38165 25.81958 25.41461 25.37105 25.47272 25.42756 25.32662 25.23618 24.49813 24.43742 24.34038 24.37575 2.71379
25.49289 24.7938 24.17537 24.04045 24.08002 23.92754 23.7301 23.5026 22.6258 22.48273 22.26733 22.25567 2.71003
27.02418 26.58953 26.33119 26.35277 26.40239 26.46333 26.4511 26.40107 25.68352 25.63199 25.54247 25.57958 2.70691
25.82713 25.39607 25.05268 25.02027 25.16685 25.11861 25.03004 25.01195 24.41866 24.40312 24.3465 24.38977 2.70424
27.97677 27.19881 26.61786 26.50787 26.6054 26.48429 26.33334 26.18847 25.41817 25.31789 25.19899 25.2258 2.70169
26.51833 26.14802 25.86455 25.86368 25.9237 25.95453 25.91458 25.85408 25.13573 25.0856 24.99145 25.02374 2.69918
26.83916 26.39474 26.07622 26.06016 26.12477 26.12688 26.07434 26.04842 25.40901 25.40636 25.34283 25.37509 2.69531
27.14215 26.51914 26.09136 26.0302 26.08688 26.0149 25.89893 25.75179 24.92985 24.8448 24.71939 24.74383 2.69238
25.07193 24.43758 23.84406 23.70594 23.74673 23.56913 23.35038 23.07126 22.09838 21.8597 21.52669 21.47654 2.69115
27.90765 27.34462 26.96556 26.91868 26.92627 26.90696 26.81733 26.65765 25.8068 25.71091 25.57722 25.60049 2.68857
27.04631 26.50349 26.19653 26.18407 26.2158 26.23487 26.18987 26.11099 25.37987 25.32533 25.24089 25.28138 2.6858
26.84894 26.64541 26.4789 26.50702 26.563 26.64504 26.63517 26.57901 25.85216 25.79869 25.71548 25.75571 2.68321
27.14733 26.7007 26.23897 26.21348 26.28187 26.25787 26.1881 26.11955 25.40531 25.3585 25.26068 25.29086 2.6791
25.35197 25.00228 24.7893 24.78369 24.84264 24.87227 24.83226 24.76397 24.02986 23.96222 23.8629 23.89375 2.67664
26.3096 26.03641 25.73903 25.74126 25.78749 25.82278 25.79022 25.7314 25.0123 24.96002 24.87591 24.91573 2.67361
25.75911 25.41018 25.09972 25.08538 25.12438 25.14034 25.08687 25.00407 24.25864 24.20888 24.12389 24.16155 2.6723
26.99471 26.65711 26.30383 26.28152 26.34583 26.3434 26.27524 26.17117 25.41131 25.33446 25.22296 25.25127 2.66957
26.54908 26.19481 25.95871 25.9708 26.06262 26.10118 26.08079 26.08011 25.45799 25.45949 25.44644 25.51535 2.66714
26.49787 26.12827 25.84624 25.84395 25.90116 25.93405 25.89787 25.83593 25.12655 25.06974 25.00049 25.05114 2.66419
26.92529 26.37411 25.84893 25.74263 25.79007 25.66211 25.50226 25.28605 24.40269 24.26991 24.10131 24.11243 2.66276
26.39339 25.9473 25.66584 25.67446 25.77452 25.7947 25.77196 25.79825 25.236 25.26194 25.24728 25.30412 2.66038
27.21344 26.88373 26.65823 26.65804 26.72323 26.75247 26.70533 26.61733 25.865 25.80998 25.72885 25.77065 2.65695
27.61393 26.89282 26.46057 26.3792 26.4276 26.32182 26.1804 25.97602 25.08613 24.94746 24.7771 24.79107 2.65381
27.0816 26.6822 26.32467 26.30961 26.35641 26.36652 26.3162 26.23874 25.5175 25.45836 25.36338 25.39503 2.65054
26.67197 26.4016 26.22952 26.24395 26.29197 26.36242 26.34888 26.30301 25.61942 25.5616 25.44984 25.46988 2.64673
25.92796 25.5857 25.36982 25.3621 25.47129 25.47448 25.43533 25.4073 24.76935 24.73987 24.68462 24.73491 2.64308
27.60797 27.15096 26.76298 26.69174 26.75221 26.66607 26.5431 26.3601 25.50525 25.36481 25.18562 25.19184 2.64083
25.68092 25.38903 25.10109 25.0826 25.17991 25.16352 25.10182 25.03449 24.3323 24.26717 24.14446 24.16392 2.63783
26.28088 25.8207 25.43957 25.36189 25.43513 25.3186 25.18612 25.0188 24.19404 24.0791 23.90217 23.90356 2.63429
26.84254 26.42253 26.04873 25.98213 26.02124 25.93643 25.81319 25.62266 24.76105 24.65589 24.52171 24.54492 2.6309
27.48352 26.88154 26.43987 26.36215 26.36555 26.29232 26.17039 25.95221 25.04877 24.91672 24.75073 24.76381 2.6298
26.39358 26.08441 25.84681 25.84399 25.87644 25.92258 25.88875 25.81756 25.09631 25.04466 24.96001 24.99684 2.62695
26.88945 26.48892 26.26258 26.25073 26.29605 26.31304 26.26148 26.16327 25.39945 25.328 25.2374 25.27873 2.6242
27.26776 26.76197 26.55643 26.53749 26.59872 26.60522 26.55643 26.48069 25.77773 25.70895 25.59739 25.61722 2.62094
26.94602 26.34602 25.87341 25.7898 25.80483 25.70727 25.56058 25.30621 24.36135 24.24601 24.09756 24.11371 2.61933
25.95945 25.64261 25.41885 25.40104 25.48742 25.48454 25.43138 25.3521 24.64021 24.57479 24.47463 24.50409 2.61729
27.55354 27.11857 26.79225 26.72289 26.7629 26.69104 26.5856 26.42668 25.59523 25.46332 25.27418 25.26807 2.61378
26.26726 25.75189 25.42852 25.35941 25.37017 25.30839 25.18974 24.9797 24.08072 23.9635 23.816 23.82897 2.61014
25.95407 25.65338 25.48779 25.472 25.56666 25.55022 25.49773 25.4298 24.71813 24.64549 24.52875 24.54937 2.60792
26.00722 25.58594 25.42162 25.41092 25.45948 25.47564 25.43397 25.35755 24.63617 24.58102 24.4854 24.51355 2.60502
26.88167 26.49629 26.27312 26.26092 26.3214 26.31554 26.27079 26.21489 25.52525 25.49561 25.42632 25.46206 2.60291
26.62354 26.26822 25.97148 25.92509 26.01063 25.93358 25.84906 25.72935 24.95791 24.88444 24.794 24.83171 2.59922
28.43256 27.93455 27.49427 27.42661 27.37446 27.31255 27.18867 26.91155 25.96139 25.84674 25.72668 25.75801 2.59636
27.19614 26.80874 26.57365 26.54023 26.58603 26.55522 26.48979 26.37092 25.60625 25.53403 25.43267 25.46051 2.59435
25.93751 25.24679 24.90814 24.81746 24.9082 24.7668 24.65481 24.50856 23.73456 23.6193 23.45224 23.45257 2.59095
27.41531 26.94814 26.6675 26.64329 26.69376 26.65977 26.59559 26.48084 25.7172 25.64872 25.55289 25.58474 2.58759
26.0331 25.50086 25.14639 25.08659 25.1769 25.08214 24.99269 24.86495 24.09665 23.99873 23.86342 23.88083 2.58527
25.73103 25.23799 24.949 24.89238 24.93517 24.85674 24.76415 24.60323 23.78399 23.68605 23.53428 23.54194 2.58221
27.78079 27.21309 26.97792 26.94251 26.98618 26.9528 26.88303 26.74212 25.95361 25.88212 25.78624 25.82059 2.58012
26.12066 25.84111 25.71907 25.73677 25.8148 25.88221 25.88516 25.87815 25.28155 25.26232 25.2142 25.26074 2.57859
