ID,flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y,flux_J,flux_H,fluxerr_u,fluxerr_g,fluxerr_r,fluxerr_i,fluxerr_z,fluxerr_Y,fluxerr_J,fluxerr_H
2886963,0.405036062002182,0.4090164005756378,0.8941397070884705,2.511998414993286,3.7487733364105225,6.257491111755371,11.28819751739502,16.56291961669922,0.15462328493595123,0.03916191682219505,0.04846884310245514,0.07981981337070465,0.11236284673213959,0.19755277037620544,0.22975748777389526,0.20901595056056976
238045,0.10593650490045547,0.22344914078712463,0.33401432633399963,0.8875402212142944,1.1997449398040771,1.6723706722259521,2.495425224304199,2.9663009643554688,0.12180306762456894,0.03163682296872139,0.0526120625436306,0.07648199796676636,0.1561645120382309,0.1908073127269745,0.13351650536060333,0.14484164118766785
2763614,0.15279723703861237,0.2948910593986511,0.41972994804382324,1.1248440742492676,1.4966826438903809,1.632606029510498,2.4247372150421143,3.3220391273498535,0.15237674117088318,0.038921285420656204,0.043886370956897736,0.06784466654062271,0.1699666678905487,0.1887311041355133,0.1913621872663498,0.10587756335735321
1649277,0.5962481498718262,1.3676362037658691,2.998398542404175,6.983844757080078,12.900259017944336,20.888975143432617,30.190204620361328,46.94790267944336,0.09909150004386902,0.032969389110803604,0.02304106205701828,0.054349448531866074,0.14854468405246735,0.2778994143009186,0.27128157019615173,0.4386870861053467
3752473,-0.047749124467372894,0.0758620947599411,0.30015480518341064,1.205849528312683,1.8048479557037354,4.0352396965026855,6.58882999420166,10.400923728942871,0.13091160356998444,0.03905973955988884,0.027182990685105324,0.06265093386173248,0.23328766226768494,0.151955708861351,0.14066365361213684,0.2384135127067566
735218,-0.2248418778181076,0.26165303587913513,0.6117229461669922,1.9949924945831299,3.3940796852111816,5.206378936767578,8.44832706451416,15.661340713500977,0.12491326034069061,0.04413429647684097,0.03879619762301445,0.07033542543649673,0.12109309434890747,0.2255271077156067,0.14470995962619781,0.26458021998405457
1383668,0.3602352738380432,0.5390401482582092,1.0393733978271484,1.4672629833221436,1.4988771677017212,2.267040967941284,2.2207112312316895,2.4468538761138916,0.15009404718875885,0.04934902489185333,0.04443095251917839,0.07353296875953674,0.10863468796014786,0.16730239987373352,0.14056377112865448,0.19106344878673553
4206055,0.12604644894599915,0.386760413646698,1.768126368522644,5.255850315093994,7.7347564697265625,11.799798011779785,17.344942092895508,23.57449722290039,0.08788533508777618,0.03297955542802811,0.04102429002523422,0.07546627521514893,0.10739091783761978,0.225131556391716,0.16639089584350586,0.2332393378019333
4064284,0.5652663707733154,0.5447834134101868,0.5367230772972107,0.7966780662536621,0.9064997434616089,1.0015480518341064,1.1082874536514282,1.246505856513977,0.10198242962360382,0.03854609280824661,0.046318259090185165,0.06293155252933502,0.1578545868396759,0.11226250231266022,0.14879700541496277,0.13732773065567017
3099239,0.4104733169078827,0.41209980845451355,0.5785275101661682,0.9203177094459534,1.5831713676452637,1.9541891813278198,2.3549280166625977,3.0227596759796143,0.0915805846452713,0.034529704600572586,0.037812381982803345,0.07184043526649475,0.09504522383213043,0.1946214884519577,0.1465979367494583,0.16638627648353577
957729,1.74089515209198,2.5396640300750732,4.722214221954346,6.6938700675964355,7.429360389709473,9.407393455505371,10.224104881286621,11.312627792358398,0.1867956817150116,0.04438331350684166,0.022877469658851624,0.06108464300632477,0.14564186334609985,0.22701339423656464,0.1770886927843094,0.19494447112083435
3897675,0.25731444358825684,0.6814661026000977,2.5218024253845215,5.63679838180542,8.133552551269531,10.87464714050293,16.18974494934082,24.431785583496094,0.09265487641096115,0.04027605801820755,0.03047139197587967,0.0706556960940361,0.1093803197145462,0.20719875395298004,0.25564607977867126,0.2930573523044586
